ScDsagR_148_HRSCAF_195	remanei_genome_00020083
I	remanei_genome_00017831
I	remanei_genome_00017832
I	remanei_genome_00017834
I	remanei_genome_00017835
I	remanei_genome_00017837
I	remanei_genome_00017839
I	remanei_genome_00017812
I	remanei_genome_00017814
I	remanei_genome_00017816
I	remanei_genome_00017817
I	remanei_genome_00017818
I	remanei_genome_00017820
I	remanei_genome_00017821
I	remanei_genome_00017823
I	remanei_genome_00017824
I	remanei_genome_00017825
I	remanei_genome_00017826
I	remanei_genome_00017827
I	remanei_genome_00017829
I	remanei_genome_00017833
I	remanei_genome_00017836
I	remanei_genome_00017838
I	remanei_genome_00017840
I	remanei_genome_00017842
I	remanei_genome_00017845
I	remanei_genome_00017847
I	remanei_genome_00017849
I	remanei_genome_00017850
I	remanei_genome_00017854
I	remanei_genome_00017855
I	remanei_genome_00017841
I	remanei_genome_00017843
I	remanei_genome_00017844
I	remanei_genome_00017846
I	remanei_genome_00017848
I	remanei_genome_00017851
I	remanei_genome_00017852
I	remanei_genome_00017853
I	remanei_genome_00017856
I	remanei_genome_00017859
I	remanei_genome_00017857
I	remanei_genome_00017858
I	remanei_genome_00017860
I	remanei_genome_00017861
I	remanei_genome_00017862
I	remanei_genome_00017863
I	remanei_genome_00017865
I	remanei_genome_00017866
I	remanei_genome_00017867
I	remanei_genome_00017868
I	remanei_genome_00017870
I	remanei_genome_00017873
I	remanei_genome_00017875
I	remanei_genome_00017877
I	remanei_genome_00017878
I	remanei_genome_00017883
I	remanei_genome_00017884
I	remanei_genome_00017885
I	remanei_genome_00017864
I	remanei_genome_00017869
I	remanei_genome_00017871
I	remanei_genome_00017872
I	remanei_genome_00017874
I	remanei_genome_00017876
I	remanei_genome_00017879
I	remanei_genome_00017880
I	remanei_genome_00017881
I	remanei_genome_00017882
I	remanei_genome_00017886
I	remanei_genome_00017887
I	remanei_genome_00017890
I	remanei_genome_00017891
I	remanei_genome_00017892
I	remanei_genome_00017893
I	remanei_genome_00017894
I	remanei_genome_00017900
I	remanei_genome_00017901
I	remanei_genome_00017903
I	remanei_genome_00017888
I	remanei_genome_00017889
I	remanei_genome_00017895
I	remanei_genome_00017896
I	remanei_genome_00017897
I	remanei_genome_00017898
I	remanei_genome_00017899
I	remanei_genome_00017902
I	remanei_genome_00017904
I	remanei_genome_00017908
I	remanei_genome_00017909
I	remanei_genome_00017914
I	remanei_genome_00017915
I	remanei_genome_00017917
I	remanei_genome_00017919
I	remanei_genome_00017920
I	remanei_genome_00017921
I	remanei_genome_00017923
I	remanei_genome_00017905
I	remanei_genome_00017906
I	remanei_genome_00017907
I	remanei_genome_00017910
I	remanei_genome_00017911
I	remanei_genome_00017912
I	remanei_genome_00017913
I	remanei_genome_00017916
I	remanei_genome_00017918
I	remanei_genome_00017922
I	remanei_genome_00017924
I	remanei_genome_00017925
I	remanei_genome_00017926
I	remanei_genome_00017927
I	remanei_genome_00017928
I	remanei_genome_00017930
I	remanei_genome_00017931
I	remanei_genome_00017933
I	remanei_genome_00017935
I	remanei_genome_00017936
I	remanei_genome_00017937
I	remanei_genome_00017940
I	remanei_genome_00017929
I	remanei_genome_00017932
I	remanei_genome_00017934
I	remanei_genome_00017938
I	remanei_genome_00017939
I	remanei_genome_00017942
I	remanei_genome_00017944
I	remanei_genome_00017941
I	remanei_genome_00017943
I	remanei_genome_00017946
I	remanei_genome_00017947
I	remanei_genome_00017948
I	remanei_genome_00017951
I	remanei_genome_00017952
I	remanei_genome_00017954
I	remanei_genome_00017955
I	remanei_genome_00017957
I	remanei_genome_00017962
I	remanei_genome_00017963
I	remanei_genome_00017964
I	remanei_genome_00017965
I	remanei_genome_00017966
I	remanei_genome_00017945
I	remanei_genome_00017949
I	remanei_genome_00017950
I	remanei_genome_00017953
I	remanei_genome_00017956
I	remanei_genome_00017958
I	remanei_genome_00017959
I	remanei_genome_00017960
I	remanei_genome_00017961
I	remanei_genome_00017967
I	remanei_genome_00017971
I	remanei_genome_00017973
I	remanei_genome_00017974
I	remanei_genome_00017975
I	remanei_genome_00017977
I	remanei_genome_00017978
I	remanei_genome_00017968
I	remanei_genome_00017969
I	remanei_genome_00017970
I	remanei_genome_00017972
I	remanei_genome_00017976
I	remanei_genome_00017979
I	remanei_genome_00017981
I	remanei_genome_00017984
I	remanei_genome_00017986
I	remanei_genome_00017987
I	remanei_genome_00017989
I	remanei_genome_00017990
I	remanei_genome_00017992
I	remanei_genome_00017994
I	remanei_genome_00017995
I	remanei_genome_00017996
I	remanei_genome_00017999
I	remanei_genome_00017980
I	remanei_genome_00017982
I	remanei_genome_00017983
I	remanei_genome_00017985
I	remanei_genome_00017988
I	remanei_genome_00017991
I	remanei_genome_00017993
I	remanei_genome_00017997
I	remanei_genome_00017998
I	remanei_genome_00018000
I	remanei_genome_00018001
I	remanei_genome_00018002
I	remanei_genome_00018003
I	remanei_genome_00018004
I	remanei_genome_00018008
I	remanei_genome_00018009
I	remanei_genome_00018012
I	remanei_genome_00018016
I	remanei_genome_00018017
I	remanei_genome_00018005
I	remanei_genome_00018006
I	remanei_genome_00018007
I	remanei_genome_00018010
I	remanei_genome_00018011
I	remanei_genome_00018013
I	remanei_genome_00018014
I	remanei_genome_00018015
I	remanei_genome_00018020
I	remanei_genome_00018021
I	remanei_genome_00018022
I	remanei_genome_00018025
I	remanei_genome_00018027
I	remanei_genome_00018028
I	remanei_genome_00018030
I	remanei_genome_00018031
I	remanei_genome_00018032
I	remanei_genome_00018033
I	remanei_genome_00018035
I	remanei_genome_00018018
I	remanei_genome_00018019
I	remanei_genome_00018023
I	remanei_genome_00018024
I	remanei_genome_00018026
I	remanei_genome_00018029
I	remanei_genome_00018034
I	remanei_genome_00018036
I	remanei_genome_00018038
I	remanei_genome_00018039
I	remanei_genome_00018040
I	remanei_genome_00018042
I	remanei_genome_00018045
I	remanei_genome_00018046
I	remanei_genome_00018048
I	remanei_genome_00018049
I	remanei_genome_00018051
I	remanei_genome_00018052
I	remanei_genome_00018054
I	remanei_genome_00018037
I	remanei_genome_00018041
I	remanei_genome_00018043
I	remanei_genome_00018044
I	remanei_genome_00018047
I	remanei_genome_00018050
I	remanei_genome_00018053
I	remanei_genome_00018055
I	remanei_genome_00018056
I	remanei_genome_00018059
I	remanei_genome_00018060
I	remanei_genome_00018066
I	remanei_genome_00018067
I	remanei_genome_00018070
I	remanei_genome_00018072
I	remanei_genome_00018074
I	remanei_genome_00018075
I	remanei_genome_00018076
I	remanei_genome_00018057
I	remanei_genome_00018058
I	remanei_genome_00018061
I	remanei_genome_00018062
I	remanei_genome_00018063
I	remanei_genome_00018064
I	remanei_genome_00018065
I	remanei_genome_00018068
I	remanei_genome_00018069
I	remanei_genome_00018071
I	remanei_genome_00018073
I	remanei_genome_00018077
I	remanei_genome_00018078
I	remanei_genome_00018079
I	remanei_genome_00018081
I	remanei_genome_00018082
I	remanei_genome_00018084
I	remanei_genome_00018089
I	remanei_genome_00018090
I	remanei_genome_00018091
I	remanei_genome_00018092
I	remanei_genome_00018094
I	remanei_genome_00018095
I	remanei_genome_00018096
I	remanei_genome_00018100
I	remanei_genome_00018080
I	remanei_genome_00018083
I	remanei_genome_00018085
I	remanei_genome_00018086
I	remanei_genome_00018087
I	remanei_genome_00018088
I	remanei_genome_00018093
I	remanei_genome_00018097
I	remanei_genome_00018098
I	remanei_genome_00018099
I	remanei_genome_00018101
I	remanei_genome_00018105
I	remanei_genome_00018106
I	remanei_genome_00018110
I	remanei_genome_00018111
I	remanei_genome_00018113
I	remanei_genome_00018115
I	remanei_genome_00018118
I	remanei_genome_00018119
I	remanei_genome_00018102
I	remanei_genome_00018103
I	remanei_genome_00018104
I	remanei_genome_00018107
I	remanei_genome_00018108
I	remanei_genome_00018109
I	remanei_genome_00018112
I	remanei_genome_00018114
I	remanei_genome_00018116
I	remanei_genome_00018120
I	remanei_genome_00018117
I	remanei_genome_00018121
I	remanei_genome_00018126
I	remanei_genome_00018131
I	remanei_genome_00018134
I	remanei_genome_00018135
I	remanei_genome_00018138
I	remanei_genome_00018140
I	remanei_genome_00018122
I	remanei_genome_00018123
I	remanei_genome_00018124
I	remanei_genome_00018125
I	remanei_genome_00018127
I	remanei_genome_00018128
I	remanei_genome_00018129
I	remanei_genome_00018130
I	remanei_genome_00018132
I	remanei_genome_00018133
I	remanei_genome_00018136
I	remanei_genome_00018137
I	remanei_genome_00018139
I	remanei_genome_00018141
I	remanei_genome_00018143
I	remanei_genome_00018145
I	remanei_genome_00018147
I	remanei_genome_00018148
I	remanei_genome_00018150
I	remanei_genome_00018151
I	remanei_genome_00018153
I	remanei_genome_00018155
I	remanei_genome_00018160
I	remanei_genome_00018164
I	remanei_genome_00018142
I	remanei_genome_00018144
I	remanei_genome_00018149
I	remanei_genome_00018152
I	remanei_genome_00018154
I	remanei_genome_00018156
I	remanei_genome_00018157
I	remanei_genome_00018158
I	remanei_genome_00018159
I	remanei_genome_00018161
I	remanei_genome_00018163
I	remanei_genome_00018165
I	remanei_genome_00018162
I	remanei_genome_00018146
I	remanei_genome_00018166
I	remanei_genome_00018167
I	remanei_genome_00018168
I	remanei_genome_00018169
I	remanei_genome_00018173
I	remanei_genome_00018174
I	remanei_genome_00018176
I	remanei_genome_00018177
I	remanei_genome_00018178
I	remanei_genome_00018180
I	remanei_genome_00018182
I	remanei_genome_00018184
I	remanei_genome_00018185
I	remanei_genome_00018186
I	remanei_genome_00018187
I	remanei_genome_00018189
I	remanei_genome_00018190
I	remanei_genome_00018191
I	remanei_genome_00018170
I	remanei_genome_00018171
I	remanei_genome_00018172
I	remanei_genome_00018175
I	remanei_genome_00018179
I	remanei_genome_00018181
I	remanei_genome_00018183
I	remanei_genome_00018188
I	remanei_genome_00018194
I	remanei_genome_00018196
I	remanei_genome_00018199
I	remanei_genome_00018200
I	remanei_genome_00018202
I	remanei_genome_00018203
I	remanei_genome_00018204
I	remanei_genome_00018206
I	remanei_genome_00018210
I	remanei_genome_00018211
I	remanei_genome_00018212
I	remanei_genome_00018214
I	remanei_genome_00018215
I	remanei_genome_00018192
I	remanei_genome_00018193
I	remanei_genome_00018195
I	remanei_genome_00018197
I	remanei_genome_00018198
I	remanei_genome_00018201
I	remanei_genome_00018205
I	remanei_genome_00018207
I	remanei_genome_00018208
I	remanei_genome_00018209
I	remanei_genome_00018213
I	remanei_genome_00018216
I	remanei_genome_00018219
I	remanei_genome_00018220
I	remanei_genome_00018221
I	remanei_genome_00018223
I	remanei_genome_00018227
I	remanei_genome_00018229
I	remanei_genome_00018234
I	remanei_genome_00018237
I	remanei_genome_00018239
I	remanei_genome_00018242
I	remanei_genome_00018243
I	remanei_genome_00018244
I	remanei_genome_00018248
I	remanei_genome_00018249
I	remanei_genome_00018251
I	remanei_genome_00018217
I	remanei_genome_00018218
I	remanei_genome_00018222
I	remanei_genome_00018224
I	remanei_genome_00018225
I	remanei_genome_00018226
I	remanei_genome_00018228
I	remanei_genome_00018230
I	remanei_genome_00018231
I	remanei_genome_00018232
I	remanei_genome_00018233
I	remanei_genome_00018235
I	remanei_genome_00018236
I	remanei_genome_00018238
I	remanei_genome_00018240
I	remanei_genome_00018241
I	remanei_genome_00018245
I	remanei_genome_00018246
I	remanei_genome_00018247
I	remanei_genome_00018250
I	remanei_genome_00018252
I	remanei_genome_00018253
I	remanei_genome_00018254
I	remanei_genome_00018255
I	remanei_genome_00018257
I	remanei_genome_00018258
I	remanei_genome_00018259
I	remanei_genome_00018261
I	remanei_genome_00018262
I	remanei_genome_00018263
I	remanei_genome_00018265
I	remanei_genome_00018266
I	remanei_genome_00018269
I	remanei_genome_00018270
I	remanei_genome_00018256
I	remanei_genome_00018260
I	remanei_genome_00018264
I	remanei_genome_00018267
I	remanei_genome_00018268
I	remanei_genome_00018271
I	remanei_genome_00018273
I	remanei_genome_00018275
I	remanei_genome_00018277
I	remanei_genome_00018280
I	remanei_genome_00018281
I	remanei_genome_00018283
I	remanei_genome_00018286
I	remanei_genome_00018287
I	remanei_genome_00018289
I	remanei_genome_00018290
I	remanei_genome_00018291
I	remanei_genome_00018293
I	remanei_genome_00018294
I	remanei_genome_00018298
I	remanei_genome_00018272
I	remanei_genome_00018274
I	remanei_genome_00018276
I	remanei_genome_00018278
I	remanei_genome_00018279
I	remanei_genome_00018282
I	remanei_genome_00018284
I	remanei_genome_00018285
I	remanei_genome_00018288
I	remanei_genome_00018292
I	remanei_genome_00018295
I	remanei_genome_00018296
I	remanei_genome_00018297
I	remanei_genome_00018299
I	remanei_genome_00018304
I	remanei_genome_00018306
I	remanei_genome_00018308
I	remanei_genome_00018309
I	remanei_genome_00018317
I	remanei_genome_00018300
I	remanei_genome_00018301
I	remanei_genome_00018302
I	remanei_genome_00018303
I	remanei_genome_00018305
I	remanei_genome_00018307
I	remanei_genome_00018310
I	remanei_genome_00018311
I	remanei_genome_00018312
I	remanei_genome_00018313
I	remanei_genome_00018314
I	remanei_genome_00018315
I	remanei_genome_00018316
I	remanei_genome_00018318
I	remanei_genome_00018319
I	remanei_genome_00018322
I	remanei_genome_00018323
I	remanei_genome_00018324
I	remanei_genome_00018327
I	remanei_genome_00018329
I	remanei_genome_00018332
I	remanei_genome_00018335
I	remanei_genome_00018336
I	remanei_genome_00018320
I	remanei_genome_00018321
I	remanei_genome_00018325
I	remanei_genome_00018326
I	remanei_genome_00018328
I	remanei_genome_00018330
I	remanei_genome_00018331
I	remanei_genome_00018333
I	remanei_genome_00018334
I	remanei_genome_00018337
I	remanei_genome_00018340
I	remanei_genome_00018341
I	remanei_genome_00018344
I	remanei_genome_00018348
I	remanei_genome_00018349
I	remanei_genome_00018351
I	remanei_genome_00018338
I	remanei_genome_00018339
I	remanei_genome_00018342
I	remanei_genome_00018343
I	remanei_genome_00018345
I	remanei_genome_00018346
I	remanei_genome_00018347
I	remanei_genome_00018350
I	remanei_genome_00018353
I	remanei_genome_00018352
I	remanei_genome_00018355
I	remanei_genome_00018356
I	remanei_genome_00018357
I	remanei_genome_00018360
I	remanei_genome_00018362
I	remanei_genome_00018363
I	remanei_genome_00018365
I	remanei_genome_00018367
I	remanei_genome_00018368
I	remanei_genome_00018369
I	remanei_genome_00018371
I	remanei_genome_00018373
I	remanei_genome_00018376
I	remanei_genome_00018377
I	remanei_genome_00018354
I	remanei_genome_00018358
I	remanei_genome_00018359
I	remanei_genome_00018361
I	remanei_genome_00018364
I	remanei_genome_00018366
I	remanei_genome_00018370
I	remanei_genome_00018372
I	remanei_genome_00018374
I	remanei_genome_00018375
I	remanei_genome_00018378
I	remanei_genome_00018379
I	remanei_genome_00018380
I	remanei_genome_00018381
I	remanei_genome_00018386
I	remanei_genome_00018388
I	remanei_genome_00018393
I	remanei_genome_00018396
I	remanei_genome_00018382
I	remanei_genome_00018383
I	remanei_genome_00018384
I	remanei_genome_00018385
I	remanei_genome_00018387
I	remanei_genome_00018389
I	remanei_genome_00018390
I	remanei_genome_00018391
I	remanei_genome_00018392
I	remanei_genome_00018394
I	remanei_genome_00018395
I	remanei_genome_00018397
I	remanei_genome_00018398
I	remanei_genome_00018401
I	remanei_genome_00018402
I	remanei_genome_00018403
I	remanei_genome_00018405
I	remanei_genome_00018406
I	remanei_genome_00018407
I	remanei_genome_00018410
I	remanei_genome_00018413
I	remanei_genome_00018415
I	remanei_genome_00018417
I	remanei_genome_00018419
I	remanei_genome_00018421
I	remanei_genome_00018399
I	remanei_genome_00018400
I	remanei_genome_00018404
I	remanei_genome_00018408
I	remanei_genome_00018409
I	remanei_genome_00018411
I	remanei_genome_00018412
I	remanei_genome_00018414
I	remanei_genome_00018416
I	remanei_genome_00018418
I	remanei_genome_00018420
I	remanei_genome_00018423
I	remanei_genome_00018426
I	remanei_genome_00018427
I	remanei_genome_00018429
I	remanei_genome_00018430
I	remanei_genome_00018431
I	remanei_genome_00018433
I	remanei_genome_00018434
I	remanei_genome_00018435
I	remanei_genome_00018422
I	remanei_genome_00018425
I	remanei_genome_00018428
I	remanei_genome_00018432
I	remanei_genome_00018436
I	remanei_genome_00018437
I	remanei_genome_00018438
I	remanei_genome_00018424
I	remanei_genome_00018439
I	remanei_genome_00018441
I	remanei_genome_00018443
I	remanei_genome_00018446
I	remanei_genome_00018447
I	remanei_genome_00018448
I	remanei_genome_00018453
I	remanei_genome_00018454
I	remanei_genome_00018459
I	remanei_genome_00018460
I	remanei_genome_00018463
I	remanei_genome_00018465
I	remanei_genome_00018440
I	remanei_genome_00018442
I	remanei_genome_00018444
I	remanei_genome_00018445
I	remanei_genome_00018449
I	remanei_genome_00018450
I	remanei_genome_00018451
I	remanei_genome_00018452
I	remanei_genome_00018455
I	remanei_genome_00018456
I	remanei_genome_00018457
I	remanei_genome_00018458
I	remanei_genome_00018461
I	remanei_genome_00018462
I	remanei_genome_00018464
I	remanei_genome_00018466
I	remanei_genome_00018468
I	remanei_genome_00018470
I	remanei_genome_00018471
I	remanei_genome_00018472
I	remanei_genome_00018473
I	remanei_genome_00018474
I	remanei_genome_00018477
I	remanei_genome_00018478
I	remanei_genome_00018479
I	remanei_genome_00018483
I	remanei_genome_00018485
I	remanei_genome_00018487
I	remanei_genome_00018488
I	remanei_genome_00018467
I	remanei_genome_00018469
I	remanei_genome_00018475
I	remanei_genome_00018476
I	remanei_genome_00018480
I	remanei_genome_00018481
I	remanei_genome_00018482
I	remanei_genome_00018484
I	remanei_genome_00018486
I	remanei_genome_00018489
I	remanei_genome_00018490
I	remanei_genome_00018491
I	remanei_genome_00018495
I	remanei_genome_00018498
I	remanei_genome_00018499
I	remanei_genome_00018501
I	remanei_genome_00018502
I	remanei_genome_00018508
I	remanei_genome_00018513
I	remanei_genome_00018492
I	remanei_genome_00018493
I	remanei_genome_00018494
I	remanei_genome_00018496
I	remanei_genome_00018497
I	remanei_genome_00018500
I	remanei_genome_00018503
I	remanei_genome_00018504
I	remanei_genome_00018505
I	remanei_genome_00018506
I	remanei_genome_00018507
I	remanei_genome_00018509
I	remanei_genome_00018510
I	remanei_genome_00018511
I	remanei_genome_00018512
I	remanei_genome_00018514
I	remanei_genome_00018516
I	remanei_genome_00018519
I	remanei_genome_00018521
I	remanei_genome_00018523
I	remanei_genome_00018526
I	remanei_genome_00018527
I	remanei_genome_00018528
I	remanei_genome_00018529
I	remanei_genome_00018530
I	remanei_genome_00018531
I	remanei_genome_00018532
I	remanei_genome_00018534
I	remanei_genome_00018535
I	remanei_genome_00018537
I	remanei_genome_00018538
I	remanei_genome_00018515
I	remanei_genome_00018517
I	remanei_genome_00018518
I	remanei_genome_00018520
I	remanei_genome_00018522
I	remanei_genome_00018524
I	remanei_genome_00018525
I	remanei_genome_00018533
I	remanei_genome_00018536
I	remanei_genome_00018539
I	remanei_genome_00018540
I	remanei_genome_00018541
I	remanei_genome_00018543
I	remanei_genome_00018545
I	remanei_genome_00018546
I	remanei_genome_00018548
I	remanei_genome_00018549
I	remanei_genome_00018555
I	remanei_genome_00018557
I	remanei_genome_00018559
I	remanei_genome_00018562
I	remanei_genome_00018563
I	remanei_genome_00018542
I	remanei_genome_00018544
I	remanei_genome_00018547
I	remanei_genome_00018550
I	remanei_genome_00018551
I	remanei_genome_00018553
I	remanei_genome_00018554
I	remanei_genome_00018556
I	remanei_genome_00018558
I	remanei_genome_00018560
I	remanei_genome_00018561
I	remanei_genome_00018564
I	remanei_genome_00018552
I	remanei_genome_00018565
I	remanei_genome_00018567
I	remanei_genome_00018568
I	remanei_genome_00018573
I	remanei_genome_00018574
I	remanei_genome_00018576
I	remanei_genome_00018578
I	remanei_genome_00018582
I	remanei_genome_00018586
I	remanei_genome_00018566
I	remanei_genome_00018569
I	remanei_genome_00018570
I	remanei_genome_00018571
I	remanei_genome_00018572
I	remanei_genome_00018575
I	remanei_genome_00018577
I	remanei_genome_00018580
I	remanei_genome_00018581
I	remanei_genome_00018583
I	remanei_genome_00018584
I	remanei_genome_00018579
I	remanei_genome_00018587
I	remanei_genome_00018588
I	remanei_genome_00018592
I	remanei_genome_00018595
I	remanei_genome_00018597
I	remanei_genome_00018599
I	remanei_genome_00018603
I	remanei_genome_00018585
I	remanei_genome_00018589
I	remanei_genome_00018590
I	remanei_genome_00018591
I	remanei_genome_00018593
I	remanei_genome_00018594
I	remanei_genome_00018596
I	remanei_genome_00018598
I	remanei_genome_00018600
I	remanei_genome_00018601
I	remanei_genome_00018602
I	remanei_genome_00018606
I	remanei_genome_00018610
I	remanei_genome_00018612
I	remanei_genome_00018614
I	remanei_genome_00018616
I	remanei_genome_00018617
I	remanei_genome_00018620
I	remanei_genome_00018621
I	remanei_genome_00018623
I	remanei_genome_00018628
I	remanei_genome_00018604
I	remanei_genome_00018605
I	remanei_genome_00018607
I	remanei_genome_00018608
I	remanei_genome_00018609
I	remanei_genome_00018611
I	remanei_genome_00018613
I	remanei_genome_00018615
I	remanei_genome_00018618
I	remanei_genome_00018619
I	remanei_genome_00018622
I	remanei_genome_00018624
I	remanei_genome_00018625
I	remanei_genome_00018626
I	remanei_genome_00018627
I	remanei_genome_00018630
I	remanei_genome_00018631
I	remanei_genome_00018633
I	remanei_genome_00018634
I	remanei_genome_00018635
I	remanei_genome_00018638
I	remanei_genome_00018641
I	remanei_genome_00018643
I	remanei_genome_00018645
I	remanei_genome_00018646
I	remanei_genome_00018648
I	remanei_genome_00018649
I	remanei_genome_00018651
I	remanei_genome_00018629
I	remanei_genome_00018632
I	remanei_genome_00018636
I	remanei_genome_00018637
I	remanei_genome_00018639
I	remanei_genome_00018640
I	remanei_genome_00018642
I	remanei_genome_00018644
I	remanei_genome_00018647
I	remanei_genome_00018650
I	remanei_genome_00018652
I	remanei_genome_00018653
I	remanei_genome_00018655
I	remanei_genome_00018656
I	remanei_genome_00018657
I	remanei_genome_00018658
I	remanei_genome_00018659
I	remanei_genome_00018661
I	remanei_genome_00018662
I	remanei_genome_00018663
I	remanei_genome_00018665
I	remanei_genome_00018667
I	remanei_genome_00018670
I	remanei_genome_00018671
I	remanei_genome_00018672
I	remanei_genome_00018674
I	remanei_genome_00018678
I	remanei_genome_00018654
I	remanei_genome_00018660
I	remanei_genome_00018664
I	remanei_genome_00018666
I	remanei_genome_00018668
I	remanei_genome_00018669
I	remanei_genome_00018673
I	remanei_genome_00018675
I	remanei_genome_00018676
I	remanei_genome_00018682
I	remanei_genome_00018685
I	remanei_genome_00018686
I	remanei_genome_00018688
I	remanei_genome_00018690
I	remanei_genome_00018691
I	remanei_genome_00018692
I	remanei_genome_00018694
I	remanei_genome_00018695
I	remanei_genome_00018697
I	remanei_genome_00018699
I	remanei_genome_00018677
I	remanei_genome_00018679
I	remanei_genome_00018680
I	remanei_genome_00018681
I	remanei_genome_00018683
I	remanei_genome_00018684
I	remanei_genome_00018687
I	remanei_genome_00018689
I	remanei_genome_00018693
I	remanei_genome_00018696
I	remanei_genome_00018698
I	remanei_genome_00018700
I	remanei_genome_00018701
I	remanei_genome_00018704
I	remanei_genome_00018706
I	remanei_genome_00018710
I	remanei_genome_00018712
I	remanei_genome_00018714
I	remanei_genome_00018715
I	remanei_genome_00018702
I	remanei_genome_00018703
I	remanei_genome_00018705
I	remanei_genome_00018707
I	remanei_genome_00018708
I	remanei_genome_00018709
I	remanei_genome_00018711
I	remanei_genome_00018713
I	remanei_genome_00018716
I	remanei_genome_00018717
I	remanei_genome_00018719
I	remanei_genome_00018721
I	remanei_genome_00018722
I	remanei_genome_00018724
I	remanei_genome_00018727
I	remanei_genome_00018728
I	remanei_genome_00018730
I	remanei_genome_00018731
I	remanei_genome_00018732
I	remanei_genome_00018733
I	remanei_genome_00018718
I	remanei_genome_00018720
I	remanei_genome_00018723
I	remanei_genome_00018725
I	remanei_genome_00018726
I	remanei_genome_00018729
I	remanei_genome_00018734
I	remanei_genome_00018735
I	remanei_genome_00018736
I	remanei_genome_00018738
I	remanei_genome_00018740
I	remanei_genome_00018741
I	remanei_genome_00018742
I	remanei_genome_00018743
I	remanei_genome_00018737
I	remanei_genome_00018739
I	remanei_genome_00018744
I	remanei_genome_00018745
I	remanei_genome_00018746
I	remanei_genome_00018747
I	remanei_genome_00018750
I	remanei_genome_00018753
I	remanei_genome_00018754
I	remanei_genome_00018757
I	remanei_genome_00018758
I	remanei_genome_00018759
I	remanei_genome_00018760
I	remanei_genome_00018761
I	remanei_genome_00018762
I	remanei_genome_00018764
I	remanei_genome_00018767
I	remanei_genome_00018768
I	remanei_genome_00018770
I	remanei_genome_00018771
I	remanei_genome_00018748
I	remanei_genome_00018749
I	remanei_genome_00018751
I	remanei_genome_00018752
I	remanei_genome_00018755
I	remanei_genome_00018756
I	remanei_genome_00018763
I	remanei_genome_00018765
I	remanei_genome_00018766
I	remanei_genome_00018769
I	remanei_genome_00018772
I	remanei_genome_00018775
I	remanei_genome_00018777
I	remanei_genome_00018778
I	remanei_genome_00018779
I	remanei_genome_00018781
I	remanei_genome_00018782
I	remanei_genome_00018783
I	remanei_genome_00018785
I	remanei_genome_00018787
I	remanei_genome_00018788
I	remanei_genome_00018791
I	remanei_genome_00018792
I	remanei_genome_00018773
I	remanei_genome_00018774
I	remanei_genome_00018776
I	remanei_genome_00018780
I	remanei_genome_00018784
I	remanei_genome_00018786
I	remanei_genome_00018789
I	remanei_genome_00018790
I	remanei_genome_00018793
I	remanei_genome_00018794
I	remanei_genome_00018796
I	remanei_genome_00018797
I	remanei_genome_00018799
I	remanei_genome_00018801
I	remanei_genome_00018804
I	remanei_genome_00018808
I	remanei_genome_00018812
I	remanei_genome_00018813
I	remanei_genome_00018816
I	remanei_genome_00018817
I	remanei_genome_00018818
I	remanei_genome_00018795
I	remanei_genome_00018798
I	remanei_genome_00018800
I	remanei_genome_00018802
I	remanei_genome_00018803
I	remanei_genome_00018805
I	remanei_genome_00018807
I	remanei_genome_00018809
I	remanei_genome_00018810
I	remanei_genome_00018811
I	remanei_genome_00018814
I	remanei_genome_00018815
I	remanei_genome_00018806
I	remanei_genome_00018842
I	remanei_genome_00018843
I	remanei_genome_00018844
I	remanei_genome_00018846
I	remanei_genome_00018848
I	remanei_genome_00018852
I	remanei_genome_00018853
I	remanei_genome_00018854
I	remanei_genome_00018856
I	remanei_genome_00018858
I	remanei_genome_00018860
I	remanei_genome_00018864
I	remanei_genome_00018865
I	remanei_genome_00018867
I	remanei_genome_00018868
I	remanei_genome_00018845
I	remanei_genome_00018847
I	remanei_genome_00018849
I	remanei_genome_00018850
I	remanei_genome_00018851
I	remanei_genome_00018855
I	remanei_genome_00018857
I	remanei_genome_00018859
I	remanei_genome_00018861
I	remanei_genome_00018862
I	remanei_genome_00018863
I	remanei_genome_00018866
I	remanei_genome_00018820
I	remanei_genome_00018822
I	remanei_genome_00018823
I	remanei_genome_00018824
I	remanei_genome_00018826
I	remanei_genome_00018828
I	remanei_genome_00018829
I	remanei_genome_00018830
I	remanei_genome_00018831
I	remanei_genome_00018832
I	remanei_genome_00018834
I	remanei_genome_00018835
I	remanei_genome_00018837
I	remanei_genome_00018838
I	remanei_genome_00018839
I	remanei_genome_00018840
I	remanei_genome_00018819
I	remanei_genome_00018821
I	remanei_genome_00018825
I	remanei_genome_00018827
I	remanei_genome_00018833
I	remanei_genome_00018836
I	remanei_genome_00018841
I	remanei_genome_00018871
I	remanei_genome_00018872
I	remanei_genome_00018873
I	remanei_genome_00018875
I	remanei_genome_00018877
I	remanei_genome_00018881
I	remanei_genome_00018882
I	remanei_genome_00018883
I	remanei_genome_00018886
I	remanei_genome_00018888
I	remanei_genome_00018890
I	remanei_genome_00018869
I	remanei_genome_00018870
I	remanei_genome_00018874
I	remanei_genome_00018876
I	remanei_genome_00018878
I	remanei_genome_00018879
I	remanei_genome_00018880
I	remanei_genome_00018884
I	remanei_genome_00018885
I	remanei_genome_00018887
I	remanei_genome_00018889
I	remanei_genome_00018891
